sku,name,warehouse,stock,reorder,cost
SKU-EL-75193,Cable - 850W Gold,East Coast Fulfillment,439,472,$350.59
SKU-EL-27760,Case - RTX 4070,Regional Depot (WH-02),1775,364,$701.40
PWR-42559,Mouse - USB-C 2m,Regional Depot (WH-02),2229,170,$505.93
MOD-12597,GPU - ATX,Express Logistics (WH-03),3808,233,$509.40
SKU-EL-29571,Case - Mid-Tower,East Coast Fulfillment,3036,417,$500.37
COMP-37658,Keyboard - 120mm PWM,East Coast Fulfillment,3934,238,$792.94
PRD-HW-45441,Case - ATX,West Coast Dist,3753,74,$719.39
SKU-EL-23096,Power Supply - Mechanical RGB,West Coast Dist,1632,130,$376.60
COMP-22584,Motherboard - Mechanical RGB,Regional Depot (WH-02),2983,446,$789.91
PRD-HW-69772,Case - Mid-Tower,West Coast Dist,2856,108,$67.03
PRD-HW-72032,Mouse - 2TB 7200RPM,West Coast Dist,3612,454,$756.76
SKU-EL-33651,Monitor - Mid-Tower,West Coast Dist,1141,491,$613.57
COMP-25922,Power Supply - Mechanical RGB,East Coast Fulfillment,229,23,$95.25
SKU-EL-79893,Cooling Fan - 120mm PWM,Central Hub (WH-01),4536,50,$420.01
MOD-3543,Cooling Fan - 2TB 7200RPM,East Coast Fulfillment,2527,276,$770.30
MOD-40888,Monitor - Mid-Tower,Central Hub (WH-01),4499,96,$351.74
COMP-25394,Power Supply - Wireless,Regional Depot (WH-02),2254,153,$397.88
PWR-20638,Monitor - 32GB DDR5,Express Logistics (WH-03),2626,455,$716.48
SKU-EL-81166,CPU - Intel Core i7,Express Logistics (WH-03),4202,191,$54.58
COMP-73004,Cable - USB-C 2m,Express Logistics (WH-03),1366,66,$580.09
SKU-EL-71213,Monitor - Mid-Tower,Express Logistics (WH-03),2148,110,$449.53
MOD-66519,HDD - 1TB NVMe,Regional Depot (WH-02),2185,256,$263.23
SKU-EL-61334,CPU - Intel Core i7,West Coast Dist,3249,134,$534.50
COMP-25413,Mouse - 1TB NVMe,Regional Depot (WH-02),3245,458,$615.37
SKU-EL-38848,Mouse - 850W Gold,Regional Depot (WH-02),1607,148,$180.33
COMP-81731,Motherboard - 850W Gold,East Coast Fulfillment,2521,58,$730.16
COMP-5612,RAM - 27-inch 4K,West Coast Dist,1703,203,$13.66
COMP-98578,Keyboard - 32GB DDR5,West Coast Dist,2244,36,$143.48
SKU-EL-66392,HDD - Intel Core i7,East Coast Fulfillment,190,450,$262.89
PRD-HW-85441,Keyboard - RTX 4070,Central Hub (WH-01),2464,452,$558.81
PWR-46618,Cable - 27-inch 4K,Express Logistics (WH-03),3961,99,$488.43
SKU-EL-52056,Keyboard - 27-inch 4K,Regional Depot (WH-02),2293,201,$141.80
SKU-EL-78000,SSD - 120mm PWM,East Coast Fulfillment,4102,273,$664.20
COMP-39020,CPU - Mechanical RGB,Regional Depot (WH-02),4647,40,$639.61
COMP-90058,Cable - 120mm PWM,East Coast Fulfillment,4188,79,$318.57
SKU-EL-88203,Motherboard - 2TB 7200RPM,Express Logistics (WH-03),3443,164,$583.59
PRD-HW-57390,HDD - Mechanical RGB,Express Logistics (WH-03),799,285,$683.26
PRD-HW-4893,Keyboard - 2TB 7200RPM,East Coast Fulfillment,306,53,$617.78
PWR-43449,Case - ATX,Express Logistics (WH-03),4476,83,$345.73
PWR-92447,Cable - RTX 4070,West Coast Dist,3459,328,$511.59
PWR-57424,GPU - Wireless,Regional Depot (WH-02),3193,237,$509.18
PRD-HW-23552,Case - Wireless,East Coast Fulfillment,4463,26,$215.36
PRD-HW-45998,Motherboard - 32GB DDR5,Regional Depot (WH-02),4704,101,$690.25
PWR-25633,Mouse - 32GB DDR5,Regional Depot (WH-02),2937,424,$27.85
SKU-EL-66226,Case - ATX,West Coast Dist,788,58,$423.59
PRD-HW-57099,Case - 120mm PWM,Express Logistics (WH-03),4529,234,$34.86
PWR-12842,Motherboard - Mid-Tower,Express Logistics (WH-03),3938,480,$139.23
PRD-HW-19823,Motherboard - 32GB DDR5,Express Logistics (WH-03),3161,232,$274.36
SKU-EL-33301,Mouse - USB-C 2m,West Coast Dist,4303,146,$84.06
COMP-49508,Cooling Fan - 27-inch 4K,West Coast Dist,899,263,$102.36
PWR-95515,Power Supply - 27-inch 4K,Central Hub (WH-01),2343,93,$710.00
PWR-84511,Keyboard - USB-C 2m,West Coast Dist,4267,255,$623.96
PRD-HW-63332,Monitor - 850W Gold,Central Hub (WH-01),2557,369,$280.59
PRD-HW-83111,Motherboard - 1TB NVMe,Central Hub (WH-01),4106,469,$385.64
PRD-HW-70103,SSD - 850W Gold,East Coast Fulfillment,3874,219,$693.22
COMP-60961,CPU - ATX,Express Logistics (WH-03),3979,457,$744.62
COMP-54302,GPU - 2TB 7200RPM,West Coast Dist,268,179,$309.83
SKU-EL-38083,Cooling Fan - 120mm PWM,Central Hub (WH-01),2857,196,$14.73
COMP-34180,Cable - USB-C 2m,West Coast Dist,3243,83,$104.79
PWR-9106,Case - Intel Core i7,West Coast Dist,1033,484,$249.26
PWR-82130,HDD - 120mm PWM,Express Logistics (WH-03),792,362,$519.29
PRD-HW-20748,RAM - 1TB NVMe,Central Hub (WH-01),1339,160,$630.97
PRD-HW-40778,Cable - RTX 4070,West Coast Dist,3368,160,$310.47
PWR-75463,CPU - 850W Gold,East Coast Fulfillment,2078,255,$117.62
PRD-HW-51060,Cooling Fan - 27-inch 4K,Central Hub (WH-01),2845,474,$343.72
PWR-49968,HDD - Wireless,Central Hub (WH-01),2880,14,$719.08
PRD-HW-38452,Power Supply - 1TB NVMe,Central Hub (WH-01),1241,474,$592.74
PRD-HW-62532,RAM - 32GB DDR5,Regional Depot (WH-02),4331,237,$530.39
SKU-EL-28392,Motherboard - RTX 4070,Central Hub (WH-01),4174,211,$159.32
PRD-HW-47579,RAM - 32GB DDR5,East Coast Fulfillment,1100,101,$43.73
PRD-HW-32024,CPU - 27-inch 4K,Regional Depot (WH-02),4528,379,$460.82
SKU-EL-31040,RAM - 32GB DDR5,Central Hub (WH-01),2984,152,$158.79
SKU-EL-39458,GPU - 2TB 7200RPM,Express Logistics (WH-03),2069,72,$346.47
COMP-32100,CPU - Mid-Tower,West Coast Dist,4078,300,$482.96
SKU-EL-45017,HDD - 2TB 7200RPM,Express Logistics (WH-03),683,438,$512.78
PRD-HW-46386,HDD - 27-inch 4K,Central Hub (WH-01),401,55,$337.02
COMP-95840,Case - Wireless,Central Hub (WH-01),2061,390,$333.73
PWR-70627,Case - Mechanical RGB,Express Logistics (WH-03),519,111,$673.63
COMP-47171,HDD - Mid-Tower,Express Logistics (WH-03),1332,33,$241.15
PRD-HW-5579,Case - Intel Core i7,West Coast Dist,655,447,$108.30
MOD-76538,Keyboard - 120mm PWM,West Coast Dist,1796,69,$515.28
COMP-22598,Cable - Mechanical RGB,Regional Depot (WH-02),4475,131,$116.25
PWR-85500,Motherboard - 850W Gold,West Coast Dist,1656,498,$62.69
SKU-EL-54154,CPU - 1TB NVMe,Regional Depot (WH-02),3871,44,$468.37
MOD-57721,Motherboard - Mechanical RGB,West Coast Dist,2488,390,$383.90
SKU-EL-23229,HDD - 1TB NVMe,Regional Depot (WH-02),3254,432,$476.67
COMP-11447,SSD - 850W Gold,East Coast Fulfillment,4566,95,$703.24
MOD-57351,RAM - Intel Core i7,West Coast Dist,3518,330,$82.97
MOD-3793,Power Supply - 1TB NVMe,West Coast Dist,2913,281,$387.32
COMP-78460,SSD - RTX 4070,Central Hub (WH-01),3995,19,$700.46
PWR-81218,Power Supply - 1TB NVMe,Central Hub (WH-01),1320,249,$410.87
MOD-93589,Mouse - Mechanical RGB,Central Hub (WH-01),4696,121,$324.71
MOD-61274,Mouse - USB-C 2m,West Coast Dist,630,440,$387.04
COMP-60301,Cable - RTX 4070,Express Logistics (WH-03),2524,89,$562.93
PWR-68514,Mouse - Mid-Tower,Central Hub (WH-01),2137,280,$746.60
MOD-31356,HDD - Intel Core i7,West Coast Dist,673,417,$24.29
PWR-66460,Monitor - Intel Core i7,Central Hub (WH-01),3550,345,$363.58
PRD-HW-53420,SSD - 850W Gold,East Coast Fulfillment,930,105,$549.87
SKU-EL-47278,Monitor - USB-C 2m,Central Hub (WH-01),3963,192,$352.29
PWR-99046,Cable - 2TB 7200RPM,Express Logistics (WH-03),4824,326,$403.76
PRD-HW-45709,GPU - ATX,Express Logistics (WH-03),4011,55,$283.56
PRD-HW-40971,RAM - 120mm PWM,Central Hub (WH-01),3478,140,$85.16
PRD-HW-36494,RAM - USB-C 2m,East Coast Fulfillment,747,177,$319.28
PWR-35861,Cooling Fan - 120mm PWM,Express Logistics (WH-03),4135,187,$579.70
SKU-EL-85550,GPU - Intel Core i7,West Coast Dist,191,174,$570.33
COMP-84034,Power Supply - Wireless,Central Hub (WH-01),1249,353,$136.34
COMP-5583,Cooling Fan - USB-C 2m,Regional Depot (WH-02),2906,332,$144.34
COMP-79967,Mouse - 1TB NVMe,Central Hub (WH-01),4996,319,$660.77
PWR-29296,Keyboard - Intel Core i7,Central Hub (WH-01),935,46,$265.54
PRD-HW-88071,Keyboard - RTX 4070,East Coast Fulfillment,3485,286,$37.77
COMP-98025,Monitor - 850W Gold,Express Logistics (WH-03),1726,344,$241.56
PRD-HW-84346,Monitor - Mid-Tower,Central Hub (WH-01),2801,171,$787.31
SKU-EL-61646,Cable - 32GB DDR5,East Coast Fulfillment,2944,286,$542.23
SKU-EL-69897,Keyboard - 120mm PWM,West Coast Dist,3279,101,$544.36
PRD-HW-50551,Case - 32GB DDR5,Regional Depot (WH-02),4768,500,$334.42
MOD-38655,SSD - 1TB NVMe,Central Hub (WH-01),1720,399,$340.78
COMP-17672,Case - RTX 4070,East Coast Fulfillment,1122,279,$665.91
MOD-81457,Keyboard - Mechanical RGB,Regional Depot (WH-02),3118,103,$388.86
COMP-78306,Keyboard - 27-inch 4K,Regional Depot (WH-02),1555,216,$182.22
MOD-57614,HDD - ATX,West Coast Dist,2651,77,$251.36
COMP-91107,Power Supply - USB-C 2m,Central Hub (WH-01),4453,444,$757.68
COMP-5123,GPU - 1TB NVMe,East Coast Fulfillment,2141,150,$743.56
SKU-EL-13684,SSD - RTX 4070,East Coast Fulfillment,1176,270,$210.09
PRD-HW-72769,Case - 32GB DDR5,Regional Depot (WH-02),1971,147,$217.28
COMP-2477,HDD - USB-C 2m,East Coast Fulfillment,1145,131,$472.29
COMP-71380,GPU - Mechanical RGB,East Coast Fulfillment,2851,319,$272.41
PRD-HW-48518,Cooling Fan - Intel Core i7,Regional Depot (WH-02),2766,84,$203.50
PRD-HW-51404,CPU - ATX,West Coast Dist,1041,249,$412.56
PWR-28845,Case - Intel Core i7,Regional Depot (WH-02),2868,342,$740.10
PRD-HW-93772,GPU - 1TB NVMe,East Coast Fulfillment,1137,303,$708.80
PWR-3670,Keyboard - USB-C 2m,Express Logistics (WH-03),2182,368,$655.96
PRD-HW-53058,SSD - USB-C 2m,Central Hub (WH-01),2917,484,$87.24
PRD-HW-23762,Keyboard - 32GB DDR5,Express Logistics (WH-03),2383,335,$231.14
PWR-59736,Keyboard - 32GB DDR5,East Coast Fulfillment,1913,388,$118.47
PWR-17989,CPU - 120mm PWM,Regional Depot (WH-02),1602,305,$255.20
PRD-HW-98404,Case - USB-C 2m,East Coast Fulfillment,3628,37,$758.60
PWR-55169,RAM - RTX 4070,Central Hub (WH-01),2270,184,$737.89
PRD-HW-24326,Mouse - Mid-Tower,Regional Depot (WH-02),1871,382,$799.92
PWR-62488,SSD - RTX 4070,West Coast Dist,2214,204,$115.75
MOD-89442,Case - USB-C 2m,Regional Depot (WH-02),748,117,$249.76
SKU-EL-2553,RAM - 2TB 7200RPM,East Coast Fulfillment,3744,155,$333.45
PRD-HW-29906,Keyboard - Wireless,Central Hub (WH-01),1311,19,$703.70
PWR-2176,Motherboard - 32GB DDR5,Regional Depot (WH-02),1161,170,$113.43
SKU-EL-32312,Motherboard - Wireless,Central Hub (WH-01),2781,28,$613.80
SKU-EL-3387,Mouse - ATX,West Coast Dist,4508,99,$613.79
SKU-EL-19574,Cooling Fan - 850W Gold,West Coast Dist,468,46,$452.70
SKU-EL-26159,CPU - 850W Gold,Regional Depot (WH-02),3304,34,$688.27
MOD-11200,Cooling Fan - 2TB 7200RPM,Central Hub (WH-01),3044,260,$348.31
MOD-7497,Power Supply - 2TB 7200RPM,Express Logistics (WH-03),3175,306,$37.22
SKU-EL-1361,SSD - RTX 4070,Regional Depot (WH-02),2356,331,$101.55
COMP-40127,Mouse - 32GB DDR5,Central Hub (WH-01),2186,287,$26.73
MOD-18472,Monitor - 120mm PWM,Central Hub (WH-01),3542,187,$80.47
SKU-EL-7941,RAM - Wireless,East Coast Fulfillment,1326,157,$466.69
COMP-68227,Monitor - 32GB DDR5,Regional Depot (WH-02),847,72,$52.01
MOD-84672,Case - 850W Gold,East Coast Fulfillment,4048,85,$396.54
MOD-68275,CPU - RTX 4070,Express Logistics (WH-03),3773,229,$656.39
PRD-HW-79510,Power Supply - ATX,East Coast Fulfillment,1294,342,$593.09
COMP-9054,GPU - 32GB DDR5,West Coast Dist,997,151,$640.75
PRD-HW-76297,Cooling Fan - Intel Core i7,Regional Depot (WH-02),1768,238,$268.69
MOD-85672,Cable - 850W Gold,Express Logistics (WH-03),2370,188,$214.38
SKU-EL-2382,Mouse - USB-C 2m,West Coast Dist,3555,453,$50.08
PRD-HW-25965,Cable - Intel Core i7,Central Hub (WH-01),29,365,$479.18
PRD-HW-73726,HDD - 32GB DDR5,Regional Depot (WH-02),2747,298,$711.79
PRD-HW-96351,HDD - 32GB DDR5,Regional Depot (WH-02),4123,386,$165.36
COMP-56958,HDD - 2TB 7200RPM,Central Hub (WH-01),4811,283,$526.74
PWR-70170,Power Supply - 27-inch 4K,Regional Depot (WH-02),3227,112,$741.69
COMP-20002,CPU - 32GB DDR5,Central Hub (WH-01),4847,166,$76.73
PWR-93363,CPU - Intel Core i7,Central Hub (WH-01),3520,292,$745.11
SKU-EL-87707,SSD - USB-C 2m,West Coast Dist,217,158,$38.04
PRD-HW-50787,GPU - RTX 4070,Express Logistics (WH-03),1977,136,$780.08
SKU-EL-89866,Cable - 1TB NVMe,East Coast Fulfillment,2225,417,$176.81
PWR-86427,HDD - 2TB 7200RPM,Regional Depot (WH-02),462,11,$489.87
MOD-57690,Power Supply - 850W Gold,East Coast Fulfillment,2016,93,$752.57
PWR-95464,Monitor - 850W Gold,West Coast Dist,3201,342,$111.15
MOD-9980,Mouse - 27-inch 4K,Central Hub (WH-01),4776,249,$723.85
SKU-EL-6606,CPU - 27-inch 4K,Regional Depot (WH-02),4296,466,$530.16
COMP-68549,Mouse - RTX 4070,Express Logistics (WH-03),3244,185,$208.45
COMP-88088,CPU - Mechanical RGB,Central Hub (WH-01),3937,323,$604.46
PWR-96733,Monitor - 120mm PWM,East Coast Fulfillment,2054,372,$247.25
SKU-EL-20583,CPU - USB-C 2m,East Coast Fulfillment,2057,15,$432.32
PRD-HW-28355,Mouse - 1TB NVMe,Regional Depot (WH-02),1625,487,$274.46
MOD-21967,Cooling Fan - Intel Core i7,Regional Depot (WH-02),4700,474,$495.34
COMP-47674,HDD - USB-C 2m,Express Logistics (WH-03),2184,168,$713.47
COMP-1670,Motherboard - 27-inch 4K,Express Logistics (WH-03),3488,28,$153.62
PRD-HW-25264,Case - RTX 4070,Regional Depot (WH-02),4686,471,$62.98
MOD-24531,Cooling Fan - Mid-Tower,East Coast Fulfillment,4545,339,$522.90
PRD-HW-35341,CPU - 120mm PWM,Regional Depot (WH-02),2718,395,$726.14
MOD-74811,Motherboard - 2TB 7200RPM,East Coast Fulfillment,2476,362,$638.35
MOD-33190,GPU - 120mm PWM,West Coast Dist,3769,154,$649.66
MOD-34032,Power Supply - RTX 4070,West Coast Dist,3929,176,$553.50
PWR-73457,Mouse - Wireless,East Coast Fulfillment,3371,403,$380.42
PWR-9987,Keyboard - Mid-Tower,Central Hub (WH-01),3148,492,$40.06
MOD-58924,Case - 27-inch 4K,Regional Depot (WH-02),3066,204,$736.51
PRD-HW-90124,Cooling Fan - 1TB NVMe,Central Hub (WH-01),3914,393,$303.46
PWR-99786,Keyboard - Wireless,East Coast Fulfillment,556,340,$788.25
SKU-EL-66769,Monitor - RTX 4070,Regional Depot (WH-02),2191,111,$108.61
SKU-EL-40864,Monitor - Mechanical RGB,Regional Depot (WH-02),683,56,$210.93
PWR-67863,Mouse - 27-inch 4K,Express Logistics (WH-03),4822,65,$241.01
PWR-14864,Monitor - Wireless,East Coast Fulfillment,4256,487,$149.94
PWR-57763,Case - Mid-Tower,East Coast Fulfillment,3555,75,$149.26
MOD-91018,CPU - 850W Gold,East Coast Fulfillment,791,161,$648.37
PWR-63005,CPU - 32GB DDR5,Regional Depot (WH-02),681,404,$158.70
PWR-59393,HDD - 120mm PWM,West Coast Dist,2567,424,$663.65
COMP-58868,Keyboard - 850W Gold,Express Logistics (WH-03),4090,59,$253.97
PWR-96956,Case - 32GB DDR5,Express Logistics (WH-03),1593,315,$445.08
MOD-44830,GPU - 27-inch 4K,Regional Depot (WH-02),2616,495,$551.49
SKU-EL-83968,CPU - 1TB NVMe,Express Logistics (WH-03),3288,23,$681.09
PRD-HW-30365,Mouse - Wireless,Express Logistics (WH-03),1819,470,$655.39
PWR-45286,Motherboard - 850W Gold,Central Hub (WH-01),2521,31,$655.25
PRD-HW-7333,Monitor - 27-inch 4K,Central Hub (WH-01),4567,323,$762.70
PRD-HW-93794,Monitor - ATX,East Coast Fulfillment,3849,313,$367.86
MOD-25889,Mouse - RTX 4070,East Coast Fulfillment,4046,166,$441.26
MOD-65415,SSD - Mechanical RGB,Express Logistics (WH-03),2802,254,$332.93
COMP-53016,HDD - 2TB 7200RPM,East Coast Fulfillment,4460,396,$531.37
SKU-EL-91319,Power Supply - 2TB 7200RPM,East Coast Fulfillment,2278,381,$477.12
PRD-HW-27972,Cooling Fan - 32GB DDR5,Central Hub (WH-01),1573,456,$446.31
PWR-26075,Monitor - 32GB DDR5,East Coast Fulfillment,912,397,$177.77
PWR-26411,Power Supply - 850W Gold,East Coast Fulfillment,784,349,$677.51
PRD-HW-45669,Monitor - Wireless,West Coast Dist,3215,390,$23.79
SKU-EL-81243,HDD - Intel Core i7,West Coast Dist,4172,378,$474.34
MOD-89172,Monitor - 1TB NVMe,Express Logistics (WH-03),2131,497,$739.95
COMP-72823,GPU - 32GB DDR5,Express Logistics (WH-03),830,103,$320.87
COMP-84973,Cable - 2TB 7200RPM,West Coast Dist,2917,415,$514.02
PWR-74753,HDD - 120mm PWM,East Coast Fulfillment,4552,455,$722.71
MOD-40029,HDD - RTX 4070,West Coast Dist,3162,144,$729.20
MOD-73646,Keyboard - Wireless,East Coast Fulfillment,2395,427,$23.96
COMP-25403,Mouse - RTX 4070,Regional Depot (WH-02),1559,145,$654.08
SKU-EL-7271,Cooling Fan - Mid-Tower,Express Logistics (WH-03),2009,281,$69.01
SKU-EL-48349,CPU - ATX,Express Logistics (WH-03),3398,441,$211.23
MOD-49017,HDD - 32GB DDR5,East Coast Fulfillment,3870,60,$147.65
SKU-EL-9068,CPU - 32GB DDR5,Express Logistics (WH-03),3772,408,$382.47
SKU-EL-58480,GPU - Mechanical RGB,Regional Depot (WH-02),1135,318,$276.88
MOD-47406,HDD - RTX 4070,Regional Depot (WH-02),4153,358,$5.54
PWR-98169,Power Supply - Intel Core i7,Express Logistics (WH-03),4022,39,$25.86
COMP-47025,Motherboard - Mechanical RGB,Regional Depot (WH-02),3752,496,$242.24
COMP-57724,HDD - Mechanical RGB,West Coast Dist,4301,355,$277.04
PWR-17117,Motherboard - 850W Gold,Express Logistics (WH-03),4475,159,$200.15
MOD-49919,Case - 850W Gold,Regional Depot (WH-02),1804,376,$554.47
MOD-42425,Motherboard - Wireless,Central Hub (WH-01),3852,160,$131.32
COMP-42856,Case - RTX 4070,Central Hub (WH-01),3859,214,$315.28
SKU-EL-25279,Mouse - 2TB 7200RPM,Regional Depot (WH-02),2100,264,$594.98
COMP-96190,Motherboard - Intel Core i7,Express Logistics (WH-03),185,237,$364.27
PRD-HW-77415,HDD - 850W Gold,Express Logistics (WH-03),3612,203,$714.96
COMP-59811,Monitor - 120mm PWM,West Coast Dist,4313,75,$138.29
PRD-HW-92616,Power Supply - 120mm PWM,West Coast Dist,4433,450,$767.64
MOD-55386,CPU - 32GB DDR5,West Coast Dist,1773,257,$723.31
SKU-EL-39858,HDD - ATX,East Coast Fulfillment,1518,33,$765.14
PWR-37031,HDD - 120mm PWM,East Coast Fulfillment,107,211,$717.29
SKU-EL-56238,Cable - Wireless,West Coast Dist,4261,192,$316.40
COMP-8909,Keyboard - RTX 4070,Express Logistics (WH-03),2506,267,$698.49
PRD-HW-4672,HDD - 1TB NVMe,East Coast Fulfillment,2120,384,$434.98
MOD-30333,SSD - 32GB DDR5,Regional Depot (WH-02),4940,440,$524.17
MOD-79598,RAM - Mechanical RGB,Central Hub (WH-01),3658,423,$362.47
PRD-HW-8833,GPU - Wireless,East Coast Fulfillment,1742,56,$35.09
PRD-HW-15950,Monitor - 32GB DDR5,Express Logistics (WH-03),3453,466,$462.96
PRD-HW-86215,Cooling Fan - RTX 4070,Regional Depot (WH-02),2077,358,$224.48
MOD-82488,Motherboard - 2TB 7200RPM,Express Logistics (WH-03),2997,72,$565.57
SKU-EL-10053,Keyboard - 32GB DDR5,East Coast Fulfillment,4822,253,$530.65
COMP-82884,Power Supply - 2TB 7200RPM,Central Hub (WH-01),4352,493,$636.62
PRD-HW-84562,Power Supply - USB-C 2m,West Coast Dist,4080,205,$281.55
COMP-88462,SSD - USB-C 2m,East Coast Fulfillment,3403,276,$427.68
SKU-EL-52416,SSD - Mid-Tower,Central Hub (WH-01),260,175,$81.90
COMP-3105,SSD - 27-inch 4K,West Coast Dist,4162,474,$465.58
PWR-32181,Keyboard - 2TB 7200RPM,Central Hub (WH-01),4859,54,$617.42
PRD-HW-51343,Mouse - ATX,West Coast Dist,3195,264,$772.64
PRD-HW-63261,Keyboard - Mid-Tower,Regional Depot (WH-02),147,366,$738.06
PWR-38737,GPU - Mid-Tower,West Coast Dist,3456,250,$708.12
COMP-95427,GPU - 120mm PWM,West Coast Dist,1327,76,$661.97
PWR-44756,Mouse - 27-inch 4K,Regional Depot (WH-02),4413,316,$186.22
COMP-20631,Monitor - Wireless,Central Hub (WH-01),2996,485,$587.97
SKU-EL-6336,SSD - 32GB DDR5,Central Hub (WH-01),2591,138,$557.35
COMP-5659,Case - USB-C 2m,Central Hub (WH-01),3748,394,$616.62
COMP-62493,Keyboard - Mid-Tower,Express Logistics (WH-03),1570,484,$135.68
COMP-23093,HDD - 27-inch 4K,Regional Depot (WH-02),3669,247,$645.15
MOD-15341,CPU - Intel Core i7,East Coast Fulfillment,595,362,$593.15
SKU-EL-75814,Motherboard - 1TB NVMe,West Coast Dist,2640,22,$443.38
MOD-35491,GPU - 32GB DDR5,Regional Depot (WH-02),714,43,$266.72
PWR-40043,Power Supply - Intel Core i7,West Coast Dist,1259,354,$83.77
COMP-78534,Cable - RTX 4070,East Coast Fulfillment,3947,13,$185.57
PRD-HW-95407,Power Supply - 27-inch 4K,Regional Depot (WH-02),1346,191,$226.25
PRD-HW-69616,Monitor - Intel Core i7,Regional Depot (WH-02),1037,225,$298.02
SKU-EL-48210,SSD - 120mm PWM,Express Logistics (WH-03),1497,121,$669.01
MOD-60095,Keyboard - 27-inch 4K,Regional Depot (WH-02),2972,329,$154.95
COMP-63155,SSD - Mid-Tower,Central Hub (WH-01),2862,483,$598.61
COMP-54004,Keyboard - Mechanical RGB,East Coast Fulfillment,746,363,$141.19
COMP-62619,RAM - 850W Gold,Express Logistics (WH-03),2776,475,$251.82
PRD-HW-65745,Motherboard - Wireless,Regional Depot (WH-02),975,146,$335.40
SKU-EL-66672,Keyboard - 850W Gold,Regional Depot (WH-02),245,182,$550.88
PWR-80607,Cable - Mid-Tower,Central Hub (WH-01),3615,68,$438.95
COMP-88271,RAM - 850W Gold,Central Hub (WH-01),3433,338,$96.33
MOD-58027,Keyboard - 1TB NVMe,Express Logistics (WH-03),3638,33,$97.34
PRD-HW-73358,Mouse - Wireless,East Coast Fulfillment,1470,227,$670.88
PRD-HW-94383,Mouse - Wireless,East Coast Fulfillment,632,35,$297.26
MOD-30892,CPU - Wireless,Regional Depot (WH-02),4687,328,$488.70
SKU-EL-55141,Cable - Intel Core i7,East Coast Fulfillment,3806,10,$7.30
PWR-93564,Motherboard - 32GB DDR5,Central Hub (WH-01),2542,262,$373.84
PWR-80171,Monitor - 32GB DDR5,Express Logistics (WH-03),1893,446,$332.58
MOD-42499,HDD - Wireless,Regional Depot (WH-02),15,223,$14.83
COMP-17013,CPU - Mid-Tower,Central Hub (WH-01),3359,243,$594.73
MOD-94910,SSD - Wireless,West Coast Dist,898,495,$704.80
PRD-HW-49102,CPU - Wireless,Regional Depot (WH-02),3329,497,$346.95
MOD-76821,RAM - 2TB 7200RPM,Central Hub (WH-01),4777,265,$363.63
COMP-86638,GPU - Mechanical RGB,West Coast Dist,3587,305,$311.58
PRD-HW-58543,CPU - Mechanical RGB,East Coast Fulfillment,1349,346,$352.79
PRD-HW-65342,Power Supply - RTX 4070,Regional Depot (WH-02),728,126,$89.71
PRD-HW-77953,GPU - 32GB DDR5,Regional Depot (WH-02),4789,81,$634.73
SKU-EL-2338,Cable - 32GB DDR5,Express Logistics (WH-03),3589,43,$425.93
MOD-50961,RAM - ATX,West Coast Dist,584,406,$195.00
SKU-EL-9638,Cable - 850W Gold,Regional Depot (WH-02),1851,444,$333.13
SKU-EL-76058,GPU - Mid-Tower,East Coast Fulfillment,362,83,$57.56
SKU-EL-61317,Mouse - USB-C 2m,Express Logistics (WH-03),83,220,$759.35
COMP-38578,HDD - 850W Gold,Central Hub (WH-01),1577,57,$122.43
PRD-HW-58426,HDD - 27-inch 4K,East Coast Fulfillment,4352,369,$397.79
SKU-EL-43089,Case - 32GB DDR5,West Coast Dist,1765,178,$11.05
PWR-56614,CPU - 27-inch 4K,East Coast Fulfillment,559,195,$798.04
COMP-58490,SSD - Mid-Tower,Regional Depot (WH-02),2082,25,$34.18
MOD-93072,Motherboard - 27-inch 4K,Regional Depot (WH-02),4165,53,$781.75
COMP-47516,Cooling Fan - 27-inch 4K,East Coast Fulfillment,1600,444,$210.80
PWR-20517,Cable - 2TB 7200RPM,Central Hub (WH-01),2807,170,$149.34
MOD-44009,Monitor - 27-inch 4K,Regional Depot (WH-02),4061,122,$405.21
COMP-84307,Cooling Fan - 2TB 7200RPM,West Coast Dist,63,452,$588.68
SKU-EL-16426,Power Supply - 120mm PWM,East Coast Fulfillment,1637,313,$491.45
PRD-HW-22706,Mouse - 2TB 7200RPM,Regional Depot (WH-02),1531,223,$403.21
SKU-EL-16083,Monitor - 120mm PWM,Express Logistics (WH-03),2592,44,$198.39
COMP-7500,Mouse - 120mm PWM,Express Logistics (WH-03),886,54,$275.73
PRD-HW-50790,RAM - 1TB NVMe,East Coast Fulfillment,1877,140,$221.98
MOD-58007,Case - USB-C 2m,West Coast Dist,4851,179,$496.46
COMP-94304,SSD - 32GB DDR5,Regional Depot (WH-02),2373,144,$565.66
COMP-91577,Keyboard - Mid-Tower,Express Logistics (WH-03),4966,78,$126.73
COMP-56908,Keyboard - ATX,East Coast Fulfillment,3668,61,$194.47
PRD-HW-26576,SSD - 32GB DDR5,Regional Depot (WH-02),4723,406,$711.94
PRD-HW-77298,Cable - 32GB DDR5,Regional Depot (WH-02),135,214,$53.15
MOD-60880,SSD - USB-C 2m,East Coast Fulfillment,3110,71,$491.06
PWR-46819,Monitor - RTX 4070,West Coast Dist,2339,458,$584.90
PRD-HW-6666,GPU - Mid-Tower,East Coast Fulfillment,860,190,$531.28
